id,title,releaseDate,description,trackTime,trackViewUrl,languages,provider,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time
1rQpWhjmRg5R4s9jWHJbZK,T2 | Como fica o futebol pós Covid-19?,2020-05-13,"Mais uma quarta-feira sem jogos na TV mas com futebol aqui no Itaú Views! O episódio especial comenta como a crise impactou a agenda do futebol no Brasil e no mundo, como deve ser a retomada dos campeonatos, qual o impacto para clubes, federações e jogadores, e por fim projeta quais mudanças ou impactos estruturais podem acontecer no futebol pós Covid-19.Participam Alex de Souza, o Alex, ex-jogador e comentarista na ESPN, Cesar Grafietti, consultor do Itaú BBA, e Rodrigo Capelo, jornalista do Globoesporte e da SportTV.Moderação: Marcelo Serrano",35.96,https://open.spotify.com/episode/1rQpWhjmRg5R4s9jWHJbZK,['pt-BR'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-05-13
3xyqA75BvQmIK1FEr11C5b,Gue Pernah Positif Covid-19 !! ,2020-10-14,"Masih pada bandel?! Nih gue kasih tau rasanya kena covid atau corona, biar nyaho!",27.88,https://open.spotify.com/episode/3xyqA75BvQmIK1FEr11C5b,['id'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-10-14
4PETOVwrtiSIRBCZjzkbLG,Cuidados Pediátricos COVID-19,2022-01-26,EsSalud Perú te da consejos pediátricos durante el contagio de COVID-19.,38.29,https://open.spotify.com/episode/4PETOVwrtiSIRBCZjzkbLG,['es-PE'],Spotify,[],[],[],[],['pediatric'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-01-26
65iKiYJmoxzDetdLyySi8B,Episode 36: COVID-19,2020-05-03,"Case definition Current case definition for COVID-19 can be accessed here. Risk stratification This is the Emergency Medicine Specialty guide we discussed in the podcast, which includes use of the NEWS and 40 step test (edit: since recording the podcast yesterday (!) we’ve been made aware of the Sit to Stand test). Here is a … Continue reading Episode 36: COVID-19",62.54,https://open.spotify.com/episode/65iKiYJmoxzDetdLyySi8B,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-05-03
5PMPgdzjVRyMnfJgavhubK,COVID-19 en Pacientes con Enfermedades Reumáticas,2020-03-14,¡Gracias por escuchar! La pandemia de COVID-19 por SARSCov2 ha generado la necesidad de considerar esta infección como parte de las comorbilidades que los pacientes con enfermedad reumática pueden presentar. En este episodio se revisa la evidencia que hay sobre infección por Coronavirus en pacientes inmunocomprometidos y las recomendaciones profilácticas para estos pacientes. Agradezco su atención y pido amablemente que dejen sus comentarios en tukua.podbean.com así como sus calificaciones en iTunes.  Esta liga es de mucha utilidad: https://www.eular.org/eular_guidance_for_patients_covid19_outbreak.cfm,15.21,https://open.spotify.com/episode/5PMPgdzjVRyMnfJgavhubK,['es-MX'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['comorbilidad'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-03-14
7HDgHnvSmmKaZfPUbRzSlV,COVID-19,2020-04-30,"At the time of writing, the coronavirus (COVID-19) pandemic has killed many thousands worldwide, infected many more - and changed lives around the world in ways that were unimaginable just weeks ago. What is COVID-19, how has it been managed and what role will science play in combating it? Gresham Professor of Physic (and Chief Medical Officer for England) Chris Whitty, one of the key figures in the UK's fight against the disease, will explain what we know - and what we don't.A lecture by Chris Whitty 30 AprilThe transcript and downloadable versions of the lecture are available from the Gresham College website: https://www.gresham.ac.uk/lectures-and-events/covid-19Gresham College has been giving free public lectures since 1597. This tradition continues today with all of our five or so public lectures a week being made available for free download from our website. There are currently over 2,000 lectures free to access or download from the website.Website: http://www.gresham.ac.uk Twitter: http://twitter.com/GreshamCollege Facebook: https://www.facebook.com/greshamcollege Instagram: http://www.instagram.com/greshamcollege Support the show",81.35,https://open.spotify.com/episode/7HDgHnvSmmKaZfPUbRzSlV,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2020-04-30
5PLm1FEHRzOemKkeRDdGdF,How does systemic racism predispose people to COVID-19?,2020-06-10,"This month, as we’ve faced a global pandemic, we've also seen an historic movement rise up to protest anti-Black racism. That movement and COVID-19 are coalescing at the same time for a number of reasons, and public health experts are coming to the forefront to explain why. Today on The Dose, Dr. Onye Nnorom the Equity, Diversity and Inclusion Lead, in the Department of Family & Community Medicine at University of Toronto Faculty of Medicine joins Dr. Goldman to answer the question ""How does systemic racism predispose people to COVID-19? Dr. Nnorum is also the President of the Black Physicians’ Association of Ontario.",24.92,https://open.spotify.com/episode/5PLm1FEHRzOemKkeRDdGdF,['en-CA'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2020-06-10
0TLhdqvNumlQNDUbxrGaRn,Por que ainda estamos falando de Covid-19?,2023-08-31,"Afinal, ainda estamos em risco com a Covid-19? Para responder a essa pergunta, o Fred e a Lari convidaram os epidemiologistas Guilherme Werneck e Pedro Curi Hallal para mais episódio inédito do CCM Conecta. Dê play e confira agora mesmo esse bate-papo que rolou no Congresso Unidos pela Saúde. ",29.71,https://open.spotify.com/episode/0TLhdqvNumlQNDUbxrGaRn,['pt'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-31
1nTEHPsFTBAYHI2krl9zEQ,Inflación en EE.UU. recuerda a 1982; suben hospitalizaciones por covid; ¿qué esperar de un acuerdo Argentina-FMI?,2021-12-10,Mercado atento a datos de inflación en EE.UU. y su efecto en un 'tapering' de la Fed; suben las hospitalizaciones por covid en la costa este; les compartimos un extracto del podcast Café con Traders producido por los periodistas de Bloomberg en Buenos Aires Scott Squires (@squires_esq) e Ignacio Olivera Doll (@ioliveradoll)Daybreak en Español es producido por Eduardo Thomson (@ethomson1)See omnystudio.com/listener for privacy information.,5.73,https://open.spotify.com/episode/1nTEHPsFTBAYHI2krl9zEQ,['es'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],['liver'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-12-10
2TCzXGrY7UyRM5HdQG46l9,Covid-19 by mufti Ismail menk (friday khutbah,2020-03-20,Mufti Ismail menk talking about the pandemic   ---   Send in a voice message: https://podcasters.spotify.com/pod/show/planetdhaawah/message Support this podcast: https://podcasters.spotify.com/pod/show/planetdhaawah/support,17.28,https://open.spotify.com/episode/2TCzXGrY7UyRM5HdQG46l9,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-03-20
1nUSEWab8frcLUfZTYOaey,2. The Aftermath of COVID-19 with Dr. Sarah Vinson,2020-08-15,"For more information on COVID-19 resources, visit https://www.nami.org/Support-Education/NAMI-HelpLine/COVID-19-Information-and-Resources and https://www.unitedway.org/  ",22.28,https://open.spotify.com/episode/1nUSEWab8frcLUfZTYOaey,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-08-15
0DwBxDFWxNMWlNc7obvytO,7: Coronavirus,2020-06-08,"The novel coronavirus (covid-19) pandemic has killed hundreds of thousands of people around the globe and changed the way we live our lives. This week, Intermediate English speak to a scientist working with the World Health Organisation to find out more about the biggest event that will define 2020.Cover Artwork by MILY Web DesignMusic: Dragon Rider by Dogon Lights, licensed under Creative CommonsThe full interview with Dr Henry Laurenson-Schafer: https://www.youtube.com/watch?v=wvnZZCW2yW8The WHO's covid-19 page: https://covid19.who.int/",22.08,https://open.spotify.com/episode/0DwBxDFWxNMWlNc7obvytO,['en-GB'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-06-08
5MMPK5PBBgh3AhP85iwdjE,Covid-19 : Pourquoi les brasseurs souffrent-ils plus de la crise que les viticulteurs ?,2021-03-14,"Il paraît que le vin vieillit bien. Ce n'est pas vraiment le cas de la bière. En effet, les fûts ne proposent qu'une durée de conservation assez limitée. Un handicap qui explique notamment pourquoi les brasseurs souffrent des restrictions dues à la crise sanitaire.  Voir Acast.com/privacy pour les informations sur la vie privée et l'opt-out. Learn more about your ad choices. Visit megaphone.fm/adchoices",2.1,https://open.spotify.com/episode/5MMPK5PBBgh3AhP85iwdjE,['fr'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-03-14
6DYHVzwjnPHgcSrEQhrmKu,Akitando #75 - O que vem DEPOIS do COVID-19?,2020-03-26,Assista o vídeo completo aqui.  Assine o canal Akitando no YouTube!  Originalmente publicado em 24/03/2020,40.28,https://open.spotify.com/episode/6DYHVzwjnPHgcSrEQhrmKu,['pt-BR'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-03-26
3cYwxnX7FSqNwFVzIWVXoq,"124 COVID-19, Pregnancy and Breastfeeding: What We Know is Reassuring",2020-03-18,"If you’re pregnant, naturally, you’re concerned about COVID-19 for your own health and your baby’s. Who wouldn’t be? While a thorough search of the medical literature and the CDC website for data on COVID-19 and pregnancy shows just how very little is known at this time about the impact of COVID-19 on pregnancy and pregnancy outcomes, the good news is that what we do know so far is generally reassuring about the risks to otherwise healthy pregnant women and their babies. For an updated article and podcast, visit avivaromm.com/152",47.06,https://open.spotify.com/episode/3cYwxnX7FSqNwFVzIWVXoq,['en'],Spotify,['breast'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-03-18
7xqsUxCO4LB6PExiSVNSaM,Covid-19 Vaccine Broken Down,2021-02-18,"How does the Covid-19 vaccine work? After getting vaccinated, can you still get infected and/or spread the virus? Will Covid-19 ever go away?? We've got all your corona virus questions answered on today's episode! Also, in ""The Jealousy Trip,"" our caller says his girlfriend thinks he's got the hots for his intern! Becca pretends to be the intern and schools our caller's girlfriend!Follow us @ShoboyShow Listen Live 6-10AM PST M-Fri on ShoboyShow.com Shoboy: @edgarisoteloBecca: @BeccaMGuzmanEddie The Virgin: @EddieSotelo  ",28.69,https://open.spotify.com/episode/7xqsUxCO4LB6PExiSVNSaM,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-02-18
76lUie2qo5WNtRwZMya75C,"WIM23 Work from home, กักกันตัว เมื่อเศรษฐกิจโลกซวนเซจาก COVID-19",2020-03-19,COVID-19 กลับมาสู่ Why It MATTER อีกครั้ง คราวนี้เอิน กรุณพร จาก The MATTER และโจ้ นทธัญ จาก Salmon Podcast ขอคุยกันเรื่องผลกระทบโดยตรงจากพฤติกรรมการใช้ชีวิตที่จะเปลี่ยนไปมากหลังจากนี้การ Work from home และการปิดสถานที่ชุมนุมชนหลายแห่ง จะสร้างผลกระทบต่อสังคมและเศรษฐกิจทั้งไทยและต่างประเทศอย่างไร ไปฟังกัน#SalmonPodcast #TheMATTER #WhyItMATTER #COVID19 #Coronavirus #COVID Learn more about your ad choices. Visit megaphone.fm/adchoices,40.21,https://open.spotify.com/episode/76lUie2qo5WNtRwZMya75C,['th'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],['nhl'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-03-19
2ufAL30etspMktKZY5M4DV,20-21 COVID Info To Know: I Wanna Be Updated!,2021-04-19,"On this episode of the pod, we return to our discussion on COVID-19. We present updates on the state of COVID-19 with regards to number of cases, hospitalizations, and deaths. We also provide updates on vaccine rollout and the percentage of the population that has been partially and fully vaccinated. We also share some CDC-generated forecasts for next month. We spend some time discussing variants-- in particular the B.1.1.7 variant (also known as the UK variant) which is now the dominant strain in the United States, and how it is shifting the dynamics of viral transmission. We spend some time discussing the increase in cases among children and young adults, and the implications for mitigation measures. We discuss the recent updates released by Pfizer-BioNTech and Moderna on long-term efficacy of the vaccines and, of course, discuss the latest on the Johnson & Johnson vaccine pause. We provide details from the recent ACIP meeting and what we expect to occur in the coming weeks. Finally, we recap some best practices and practical things you can do to continue to protect yourself and others from COVID-19.  PLEASE NOTE: The discussion and information provided in this podcast are for general educational, scientific, and informational purposes only and are not intended as, and should not be treated as, medical or other professional advice for any particular individual or individuals. Every person and medical issue is different, and diagnosis and treatment requires consideration of specific facts often unique to the individual. As such, the information contained in this podcast should not be used as a substitute for consultation with and/or treatment by a doctor or other medical professional. If you are experiencing any medical issue or have any medical concern, you should consult with a doctor or other medical professional.  Further, due to the inherent limitations of a podcast such as this as well as ongoing scientific developments, we do not guarantee the completeness or accuracy of the information or analysis provided in this podcast, although, of course we always endeavor to provide comprehensive information and analysis. In no event may Unbiased Science or any of the participants in this podcast be held liable to the listener or anyone else for any decision allegedly made or action allegedly taken or not taken allegedly in reliance on the discussion or information in this podcast or for any damages allegedly resulting from such reliance. Learn more about your ad choices. Visit megaphone.fm/adchoices",55.58,https://open.spotify.com/episode/2ufAL30etspMktKZY5M4DV,['en-US'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['adult'],['child'],[],[],2021-04-19
5PMINVePSKw0QmjqrYKu0k,20.4.2020 - 482 - Prečo mužov postihuje COVID-19 viac. Škrečky môžu pomôcť pri hľadanie liekov na koronavírus. Najstarší hodváb.,2020-04-20,Prečo mužov postihuje COVID-19 viac. Škrečky môžu pomôcť pri hľadanie liekov na koronavírus. Najstarší hodváb.,4.45,https://open.spotify.com/episode/5PMINVePSKw0QmjqrYKu0k,['sk'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-04-20
6QyKqtSpxWhLVMo1FzmRaN,#24 | Was macht ein COVID-19 Beauftragter? - Ein vielfältiges Gespräch mit Ivo Lagler von der FSS Consulting ,2020-11-25,"In der heutigen Podcast Folge sprechen wir mit Ivo Lagler, Geschäftsführer von der FSS Consulting. Ivo Lagler ist Fachbuchautor, Facility und Risikomanager, Covid-19 Beauftragter,  Baukoordinator und vieles mehr. Ivo Lagler: Website: https://www.fss-consulting.at/ XING:  http://xing.fss-consulting.at/ TAURUS auf Social Media: Instagram: https://www.instagram.com/taurus_sicherheitstechnik/ Facebook: https://www.facebook.com/taurussicherheitstechnik/ TikTok: https://vm.tiktok.com/J8knNg3/ LinkedIn: https://www.linkedin.com/company/42142129/ YouTube: https://www.youtube.com/channel/UCa3sn0cWS5G_J1hMzE1Vl5Q Website: https://www.taurus-sicherheitstechnik.at ",16.56,https://open.spotify.com/episode/6QyKqtSpxWhLVMo1FzmRaN,['de'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2020-11-25
66a6rB2dCKuPAXX4tDGmoD,"Democracias, Autocracias, COVID-19: a crise e seus efeitos",2020-04-11,"Quais serão os efeitos da crise sanitária para os regimes democráticos? No que se distinguem os mundos democrático e autocrático no enfrentamento do COVID-19? O post Democracias, Autocracias, COVID-19: a crise e seus efeitos apareceu primeiro em DemosXXI.",45.03,https://open.spotify.com/episode/66a6rB2dCKuPAXX4tDGmoD,['pt-BR'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-04-11
79gr6n2ACsq8y2tsqQ0eS2,"The 'Rona', 'Covidiots', and 'Quarantinis': Covid-19 Slang (English Vocabulary Lesson)",2021-06-30,"Today, I want to introduce some common slang that English speakers are using to talk about Covid-19 and the pandemic!  TRANSCRIPT - https://thinkinginenglish.blog/2021/06/30/the-rona-covidiots-and-quarantinis-covid-19-slang/  32. The Oxford Dictionary Words of the Year 2020! (English Vocabulary Lesson)  CONTACT US!! INSTAGRAM - thinkinginenglishpodcast (https://www.instagram.com/thinkinginenglishpodcast/) Twitter - @thinkenglishpod Blog - thinkinginenglish.blog Gmail - thinkinginenglishpod@gmail.com  ---   Support this podcast: https://podcasters.spotify.com/pod/show/thinking-english/support",6.1,https://open.spotify.com/episode/79gr6n2ACsq8y2tsqQ0eS2,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-06-30
3cYl4qSZFQKQLMqyuiCYYi,20. Honoring the Role of Laboratory Animals in COVID19 Research with Dr. Cindy Buckmaster,2020-04-20,"The new #COVID19 corona virus pandemic has changed the world as we knew it in many ways.  As scientists and government regulatory bodies rush to find a cure, treatment or therapy for those infected and affected by this new disease, we pause to reflect on the role that laboratory animals will play in bringing a new legal drug to market. While there may be exceptions to the rule (such as in the case of state legalized marijuana in the United States), legal drugs don’t hit the market without extensive safety and efficacy testing in animal models.  Animal research can be a taboo topic when so little information is known about the facts.  In this week’s episode, Legal Drugs Podcast host, Angela Stoyanovitch (B.A., LATG), introduces Dr. Cindy Buckmaster, PhD, CMAR, RLATG). Cindy is an outspoken advocate for necessary animal-based research and animal welfare.  She loves animals and honors the role they play in our lives.   In the mid 1990s Cindy left her tenure career as a high school science teacher to study how the brain supports learning and memory. All of her work was with monkeys. In this process, Cindy learned important truths about animals in research.  After earning her doctorate in Neurobiology and Behavior at SUNY Stony Brook and completing her postdoctoral work at the National Institutes of Health (NIH), Cindy decided she would dedicate her career to the compassionate and emotional connection we humans share with animals within biomedical research settings.  She noticed a lack of emotional validation of the natural bonds formed between animals and the people working with them and created training and education programs for researchers and laboratory animal professionals that focused on care that was excellent, as well as compassionate.  From there she set out to encourage cultural change within this niche space of biomedical research with laboratory animal science professionals worldwide that included the need to share their truth with the public. Cindy was the director of the animal care program at Baylor College of Medicine, among the largest in the nation, for over eight years and holds critical roles in the laboratory animal science field as Chair of Americans for Medical Progress (AMP), President of the Texas Society for Biomedical Research (TSBR), and Director of Public Outreach for the National Animal Interest Alliance (NAIA). Her advocacy efforts also including a term as president for the American Association for Laboratory Animal Science (AALAS), as well as the Laboratory Animal Welfare Training Exchange (LAWTE). We honor all of those healthcare and laboratory animal caregivers putting their lives on the line for our health and safety during this worldwide crisis.  We also honor the animals who are the real heroes in this story and who represent our biomedical future. To learn more about the field of laboratory animal science, you can go to this AALAS website:  https://care.aalas.org/ On the role of animals in research, you can learn more at the Americans for Medical Progress websitehere: https://www.amprogress.org/animalresearch/faqs/ here: https://www.amprogress.org/love-care-progress-video/ and here: https://www.comeseeourworld.org/ For more information on Dr. Peter Hotez, MD, PhD, we recommend you follow him on Twitter: https://twitter.com/PeterHotez?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor The source our of audio clip from Dr. Anthony Fauci was found here; https://fbresearch.org/covid-19-resources-page/ Thank you for supporting Legal Drugs Podcast! If you would like to become a patron, join us at patreon.com/legaldrugspodcast to make a monthly pledge.",42.0,https://open.spotify.com/episode/3cYl4qSZFQKQLMqyuiCYYi,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2020-04-20
5Id49RQgipZddodKM41tBk,COVID-23?! LOCKDOWNS RETURN?! COVID-19 BECOMES COVID-23?!?,2023-08-27,"BRAND NEW COVID LOCKDOWNS DUE IN DECEMBER according to HIGH LEVEL WHISTLEBLOWERS?!? A NEW VIRUS FROM CANADA LOOKING TO SHUT US DOWN AGAIN. MASKS ARE BACK!! Institutions are requiring them including grocery stores, Schools, Medical institutions, and Airlines. Apparently, This has been in the works for some time and Mid September is the Soft Launch and December is the FULL LAUNCH!! Because of CANADA?!? Let's find out what, where and why TODAY!! Listen in!!  ---   Send in a voice message: https://podcasters.spotify.com/pod/show/lockdown-universe/message Support this podcast: https://podcasters.spotify.com/pod/show/lockdown-universe/support",30.48,https://open.spotify.com/episode/5Id49RQgipZddodKM41tBk,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-27
2iDEHzpNhQIfEgFd5Tngyk,"Mental Health Monthly #4: Trauma, Loss and Grief in First Responders Heightened by COVID-19",2020-08-26," Trauma and loss are common issues faced by emergency personnel and first responders. These challenges have since been heightened by the COVID-19 pandemic. On this installment of Mental Health Monthly, Anat ‘Nati’ Geva, PsyD, LP joins us to discuss the stages of grief in response to loss and trauma and how they pertain to first responders and frontline workers in particular. Each of the five stages of grief: denial, anger, bargaining, despair and acceptance are addressed and explained so you can expand your understanding of the natural process of grieving, identify signs and symptoms and take steps towards moving forward.       If you or a love one is struggling through the grieving process and need more support, we encourage you to utilize the resources below:       My Strengths - https://mystrength.com/ passcode: TMCAProfessional   Responder Strong - https://you.responderstrong.org/   Jason’s Foundation - https://jasonfoundation.com/   Rocky Mountain Crisis Partners (also known as “the crisis line”) – 1-844-493-8255 (TALK) https://rmcrisispartners.org/   HCAT – 1-844-556-2012   Anat ‘Nati’ Geva, PsyD, LP Anat.A.Geva@gmail.com   If you are interested in taking part in a personalized experiential application of the content, there will be a Webex webinar session tomorrow, August 27th from 10 - 11 am MST. The focus group follow-up is a complimentary experiential component for individuals who want to deepen their understanding of the material from this podcast. It will benefit those who want to take the opportunity to make the content personal to their situation. In this session, participants will discuss the prominent experiences for participants, have more extended time for Q&A, and then explore (a facet of) the primary model used. Time allowing, participants will be invited to join and share insights for the benefit of all participants.   Details for joining: Join via Webex Join from a video system or application Dial 1453267047@hcameeting.webex.com    Tap to join from a mobile device (attendees only)  +1-415-655-0003,,1453267047## United States TOLL  Join by phone  +1-415-655-0003 United States TOLL   Global call-in numbers    Access code: 145 326 7047 Meeting password: Meeting password: mVx3rt6Kwb ",20.82,https://open.spotify.com/episode/2iDEHzpNhQIfEgFd5Tngyk,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-08-26
76GS6vPeHExFpmIFBPrn1G,1. Batshit,2023-05-30,"As a deadly new virus starts spreading in Wuhan, China, so do rumours about a lab there.   In the remote, jungle-covered hills of China’s far-southwestern Yunnan Province, teams of scientists have spent years intensively researching one animal: bats. The scientists are virus hunters, trying to better understand and mitigate the threat of new viruses jumping from bats to other animals and humans, potentially setting off a pandemic. Their samples of bat droppings are brought back to labs, including the Wuhan Institute of Virology. So when a new coronavirus begins killing people in that same city, questions are raised about whether the people trying to stop a pandemic could’ve accidentally triggered one.  Archive: CBS; The White House; NPR; CGTN; NBC.  Presenter: John Sudworth Series producer: Simon Maybin Editor: Richard Vadon Sound design and mix: James Beard Commissioning editor: Dan Clarke Science advice: Julian Siddle and Victoria Gill Extra production: Eva Artesona and Kathy Long Research support: Zisheng Xu and BBC Monitoring Production coordinators: Siobhan Reed, Helena Warwick-Cross, Sophie Hill, and Debbie Richford Theme and original music: Pete Cunningham, with trumpet by Joss Murray Radio 4 Editor of Editorial Standards: Roger Mahony Head of BBC News - Long Form Audio: Emma Rippon",30.31,https://open.spotify.com/episode/76GS6vPeHExFpmIFBPrn1G,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-05-30
