publishedAt,description,title,URL,language,mediaTitle,authors,summary,textLength,keywords,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time,duration
2023-10-31,University of Salford enters the Metaverse through digital twin | Read more on FE News!,University of Salford enters the Metaverse through digital twin,https://www.fenews.co.uk/education/university-of-salford-enters-the-metaverse-through-digital-twin/,en,FE News,"['Fe News Editor', 'Association Of Colleges', 'Aoc', 'Neil Wolstenholme', 'Kloodle Chairman', 'Diana Munoz', 'Leeds Trinity University', 'Gower College Swansea', 'South West College']","The University of Salford’s MediaCity campus is now available to visit as a 3D virtual environment thanks to a new partnership with an award-winning interactive software company.
With students and lecturers now inhabiting the space, the partnership is working with University programmes to design new virtual spaces for teaching purposes or incorporate virtual teaching elements into current modules.
Roger McKinley, Creative Technology and Content Manager of Creative Technical Services at the University of Salford said:“This virtual environment is as close as you can get to a digital twin of the ground floor of our MediaCity campus.
“It’s a flexible, digital space for any course looking to create, use and preserve assets that bridge digital and physical spaces, from architecture to fashion, archaeology to engineering and many others.
Louise Ready-Syrat, Programme Leader for BA Television and Radio Production said:“The Digital Twin project will be a huge resource for the programme and wider directorate of film, broadcast media and creative technology.",752,"['salford', 'virtual', 'pixelmax', 'spaces', 'university', 'digital', 'creative', 'enters', 'metaverse', 'twin', 'space', 'students', 'production', 'campus', 'work']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-31,3.1596638655462184
2023-10-11,"Acumen Research and Consulting recently published report titled “Metaverse Market Forecast, 2023 - 2032”...","Metaverse Market is forecasted to Reach USD 3,935 Billion",https://www.globenewswire.com/news-release/2023/10/11/2758046/0/en/Metaverse-Market-is-forecasted-to-Reach-USD-3-935-Billion-by-2032-growing-at-a-CAGR-of-46-4-Over-the-Forecast-Period-2023-to-2032.html,en,GlobeNewswire,['Acumen Research'],"TOKYO, Oct. 11, 2023 (GLOBE NEWSWIRE) -- The Global Metaverse Market Size accounted for USD 88 Billion in 2022 and is estimated to achieve a market size of USD 3,935 Billion by 2032 growing at a CAGR of 46.4% from 2023 to 2032.
Key Points and Statistics on the Metaverse Market:The Global Metaverse Market was valued at USD 88 billion in 2022 and is expected to reach USD 3,935 billion by 2032.
However, challenges such as technological complexities, increased privacy and security concerns, and high development costs can pose constraints to market growth.
The Global Digital Twin Market gathered USD 9.5 Billion in 2022 and is expected to reach USD 274.2 Billion by 2032, growing at a CAGR of 40.5% from 2022 to 2032.
The Global Cloud Security Posture Management Market Size accounted for USD 4.6 Billion in 2022 and is projected to achieve a market size of USD 12.6 Billion by 2032 growing at a CAGR of 10.8% from 2023 to 2032.",1203,"['usd', 'forecasted', 'cagr', 'billion', 'reality', 'size', 'reach', 'growing', '2032', 'digital', 'growth', 'period', 'technology', 'metaverse', 'market', 'forecast']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-11,5.054621848739496
2023-10-04,"XR Today covers Virtual Reality news including Entertainment, Metaverse, Virtual Events, Virtual Showroom, Web3 and more.","Jack Daniel's, IW Group Leverage Spatial Metaverse",https://www.xrtoday.com/virtual-reality/jack-daniels-iw-group-honour-hip-hop-with-spatial-metaverse/,en,XR Today,['Demond Cureton'],"Jack Daniel’s opened its virtual doors to the public in last September with a metaverse experience using technologies from XR firm Spatial.
XR Today is honoured to interview Keenan Harris, Brand Director, Jack Daniel’s Tennessee Honey and Telly Wong, Chief Content Officer, IW Group, to discuss the two companies’ collaboration on The Verse.
In the interview, we discussed the rollout of Web3 technologies to promote iconic brands like Jack Daniels, end-user responses on specific Web3 and metaverse technologies, and trends emerging in the future of advertising.
XR Today: How is The Verse helping Jack Daniel’s Tennessee Honey to expand its brand awareness and presence?
This opens up some very unique opportunities for international brands like Jack Daniel’s.",1244,"['web3', 'art', 'group', 'technologies', 'verse', 'leverage', 'brand', 'brands', 'spatial', 'experience', 'jack', 'xr', 'iw', 'daniels', 'metaverse']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-04,5.226890756302521
2023-10-27,,The EU's sense for the metaverse – EURACTIV.com,https://www.euractiv.com/section/digital/podcast/the-eus-sense-for-the-metaverse/,en,EURACTIV,"['Luca Bertuzzi', 'Evi Kiorri', 'European Policy', 'The Tech Brief Podcast']","EU policymakers’ understanding of this area’s metaverse and regulatory needs has been developing in several initiatives.
We took stock of the EU institutions’ thinking and current market trends with Anselm Kuesters, head of division at the Centre for European Policy, and Patrick Grady, tech lead at Fourtold.",47,"['sense', 'policymakers', 'understanding', 'thinking', 'eus', 'trends', 'took', 'metaverse', 'stock', 'tech', 'eu', 'regulatory', 'policy']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-27,0.19747899159663865
2023-10-12,"At Code, Baszucki discussed coming to PlayStation, high fashion online, bringing in adult audiences, and the future of VR.","Roblox CEO David Baszucki on AI, China, and the metaverse",https://www.theverge.com/23913044/roblox-baszucki-platform-playstation-ai-vr-ar-china-gucci,en,The Verge,"['Nilay Patel', 'Alex Heath']","My friend and colleague, Verge deputy editor Alex Heath, sat down to chat with Roblox CEO David Baszucki live onstage.
But he also sees a lot of opportunity for generative AI to help content creators on the Roblox platform in the not-so-distant future.
I think we’ve done this amazing job of just continuing to grow steadily through all of this over the last two years.
I think there’s this interesting gap between where Roblox is today, what it’s been historically, and how you talk about the company.
I think one way to think about this is three big AI clouds that are accelerating creation and supporting the platform.",4765,"['platform', 'baszucki', 'think', 'metaverse', 'ai', 'china', 'roblox', 'david', 'big', '3d', 'theres', 'weve', 'vision', 'going', 'ceo']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['adult'],[],[],[],2023-10-12,20.021008403361346
2023-10-06,"Mark Zuckerberg, head honcho of the organisation formerly known as Facebook, has completed his first interview entirely conducted within his company's eponymous Metaverse. And it's sort of i",Mark Zuckerberg's first interview entirely in the Metaverse is slightly ...,https://www.pcgamer.com/mark-zuckerbergs-first-interview-entirely-in-the-metaverse-is-slightly-robotic-but-thats-not-all-down-to-the-tech/,en,PC Gamer,"['Jeremy Laird', 'Hardware Writer', 'Social Links Navigation']","Mark Zuckerberg, head honcho of the organisation formerly known as Facebook, has completed his first interview entirely conducted within his company's eponymous Metaverse.
Zuckerberg hooked up with Lex Fridman for the interview, a podcaster by whom he has been interviewed on several previous occasions.
Zuckerberg and Fridman were remotely located from one another, Fridman in Austin Texas and Zuckerberg presumably at Meta's California head office.
Once each party has a copy of the other's digital avatar, the data required to animate them is much less than for, say, transmitting high definition digital video.
Still, there's a slightly flat, digitised feel to the avatars that probably isn't entirely down to physical the bearing of Zuckerberg and Fridman.",528,"['interview', 'hardware', 'zuckerberg', 'data', 'tech', 'fairly', 'slightly', 'digital', 'entirely', 'robotic', 'video', 'vr', 'fridman', 'sort', 'mark', 'zuckerbergs', 'thats', 'metaverse']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-06,2.2184873949579833
2023-11-02,"Solana is this week’s biggest gainer, but another token has topped the charts over the past day, with Decentraland’s MANA up 12%.",Not Just Solana: Gaming Tokens Are Booming as Decentraland's MANA Pumps,https://decrypt.co/204138/not-just-solana-gaming-tokens-booming-decentraland-mana-pumps,en,Decrypt,"['Decrypt', 'Andrew Hayward']","Discover SCENESolana (SOL) might be this week’s biggest gainer, but gaming and metaverse tokens have also seen a steady ascent—with Decentraland’s MANA leading the charge.
MANA has posted a nearly 12% gain over the past 24 hours, according to data from CoinGecko, jumping to a current price of $0.40 per token.
Overall, MANA is up 16% over the last week and a towering 47% in the past two weeks.
Those up-and-down swings are typical among gaming tokens.
Bitcoin has posted a nearly 23% price gain over the last 14 days to a current price of $34,915.",384,"['solana', 'week', 'tokens', 'gaming', 'weeks', 'current', 'booming', 'decentralands', 'price', 'token', 'past', 'nearly', 'pumps', 'mana', 'market']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-11-02,1.6134453781512605
2023-10-26,,UAE's Metaverse pioneer Everdome launches SPACES (MaaS ...,https://www.intelligentcio.com/me/2023/10/26/uaes-metaverse-pioneer-everdome-launches-spaces-maas-ushering-in-a-new-era-of-metaverse-accessibility/,en,Intelligent CIO,[],"The Dubai based Metaverse project Everdome has unveiled SPACES – the debut release of their new Metaverse-as-a-Service product line, which aims to make the Metaverse more accessible for all.
Everdome seeks to change this with their new SPACES application, which will deliver easy-to-use, customisable and engaging Metaverse pop-up spaces that can be created in a matter of minutes.
SPACES will allow users without deep technical knowledge to quickly produce Metaverse experiences which can last for days, weeks or even a matter of hours as a Metaverse pop-up space.
Created as a stand-alone application from their hyper-realistic Mars Metaverse environment, SPACES addresses the on-going challenge of accessibility in Metaverse development, allowing a wider audience to take their first steps into the web3 world.
Everdome CEO Jeremy Lopez is spearheading this drive to improve Metaverse engagement to a wider audience.",476,"['intelligent', 'launches', 'everdome', 'spaces', 'middle', 'metaverse', 'maas', 'users', 'web2', 'ushering', 'uaes', 'web3', 'pioneer', 'product', 'wider', 'metaverseasaservice', 'release']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-26,2.0
2023-10-26,As metaverse continue to evolve take a look at our top 8 Metaverse projects that are still hot in 2023. Read more:,8 Best Metaverse Crypto Projects in 2023,https://www.bitcoinsensus.com/8-best-metaverse-crypto-projects-in-2023/,en,Bitcoinsensus,[],"In this article, we’ll delve into some of the top Metaverse projects, exploring their unique features and much more.
Best Metaverse Crypto Projects in 2023Our top picks for the best metaverse projects in 2023 are as follows:Decenterland (MANA)DecenterlandDecentraland, often referred to as a virtual cosmos in social circles, is the largest metaverse cryptocurrency today, boasting a market value exceeding 5.6 billion dollars.
With Enjin’s toolkit, developers can fashion digital assets within metaverse environments.
WAX (WAXP)WaxWorldwide Asset eXchange, or WAX, is a significant Metaverse project dedicated to crafting purposeful virtual gaming ecosystems and NFTs.
These projects provide opportunities through play-to-earn models, digital assets, and thriving ecosystems.",1894,"['blockchain', 'virtual', 'projects', 'assets', 'nfts', 'digital', 'players', 'game', 'crypto', 'games', 'gaming', '2023', 'best', 'metaverse']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-26,7.957983193277311
2023-10-11,"XR Today covers Mixed Reality news including AEC, AI, Blockchain, Digital Twin, Industry 4.0, Metaverse and more.","Can the Industrial Metaverse, XR Build Future Smart Cities?",https://www.xrtoday.com/mixed-reality/can-the-industrial-metaverse-xr-build-future-smart-cities/,en,XR Today,['Demond Cureton'],"Doherty is a veteran in the extended reality (XR) and building information modelling (BIM) industry, with decades of experience working with industrial metaverse technologies across the private and public sectors.
It showcased dozens of speakers and major global enterprises across industry verticals in architecture, engineering, and construction (AEC), extended reality (XR) and technology, film and media production, and many others.
XR Today: How have you applied creative approaches to developing smart cities?
It may sound pretty cool, but all the characters wanted to do was escape the ‘reality of reality’.
We don’t want that and do not want to create this dystopian future that Hollywood thinks the future is about.",2559,"['things', 'cities', 'going', 'smart', 'industrial', 'xr', 'world', 'way', 'reality', 'started', 'create', 'thats', 'build', 'start', 'future', 'metaverse']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-11,10.752100840336135
2023-10-12,"UoG has unveiled the £5.6m “Museums in the Metaverse” project, bringing together history and culture with extended reality.","Glasgow Uni unveils £5.6m ""Museums in the Metaverse"" project",https://www.digit.fyi/university-of-glasgow-unveils-5-6m-museums-in-the-metaverse-project/,en,DIGIT.FYI,['Thom Carter'],"Backed by funding from the UK Government’s Innovation Accelerator programme, the project itself is a two-sided XR — a catch-all term for immersive technology including virtual reality, augmented reality, and mixed reality — platform.
One part of the platform will enable people to access an array of museums, sites, objects, and dynamic experiences virtually.
The Museums in the Metaverse team, led by Professor Neil McDonnell at Glasgow, noted that while virtual museums won’t replace the experience of visiting a traditional museum in-person, they hope XR will enhance the offerings of traditional museums.
Museums in the Metaverse can help liberate these collections and will allow museums the freedom to connect with their audiences in new and exciting ways.
Moreover, Museums in the Metaverse will let anyone create their own virtual museums and tell their own stories with objects from all around the world.”Header photo by Martin Shields.",443,"['traditional', 'virtual', 'collections', 'university', 'metaverse', 'glasgow', 'reality', 'project', '56m', 'objects', 'museums', 'unveils']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-12,1.861344537815126
2023-08-15,"Generative AI has captured the collective imagination for the moment, eclipsing the once-hyped metaverse. However, it's not the end of virtual reality. A case study by Andy Wu and David Yoffie lays out the key challenges immersive 3D technology must overcome to be truly transformative.",(Virtual) Reality Check: How Long Before We Live in the 'Metaverse'?,https://hbswk.hbs.edu/item/virtual-reality-check-how-long-before-we-live-in-the-metaverse,en,Harvard Business School Working Knowledge,[],"At this point, it seems that AI has eclipsed the metaverse as the next “big thing” in technology, the “Metaverse Wars” case notes.
“For the last 10 years, metaverse and virtual reality have always been one year away or five years away,” Wu says.
And, of course, “young people today are already living in a 3D virtual world,” via Roblox, Minecraft, and other gaming platforms, Wu says.
Linden Lab’s Second Life game, with its open-world multiuser virtual environment, has also played a key role in demonstrating the potential of metaverse technology.
But it may not be one virtual world.",1345,"['wu', 'virtualreality', 'technology', 'live', 'reality', 'virtual', 'check', 'world', 'long', 'business', 'future', 'internet', 'metaverse', 'online']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-15,5.651260504201681
2023-03-15,"My hopeless, bizarre, maddening quest to find some friends in Horizon Worlds, which is Facebook’s — excuse me, Meta’s — home base in the metaverse.",Searching for Friends in Mark Zuckerberg's Metaverse,https://nymag.com/intelligencer/article/mark-zuckerberg-metaverse-meta-horizon-worlds.html,en,New York Magazine,['Paul Murray'],"The first thing that strikes me when I enter the metaverse is the people, the avatars, their — Where are their fucking legs?
Bodies stop at the waist in Horizon Worlds, which is Facebook’s — excuse me, Meta’s — home base in the metaverse.
With Zuckerberg, you can’t rule out the possibility that the whole metaverse is some sort of Matrix-style life-force drain.
Photo: Paul MurrayComedy is big in the metaverse, and the Soapstone Club is one of Horizon Worlds’ most popular destinations.
We can be risqué and push cultural and societal norms beyond traditional boundaries, cloaked by anonymity and invincibility in the metaverse.",7982,"['inside', 'theres', 'im', 'say', 'dont', 'headset', 'hes', 'metaverse', 'worlds', 'world', 'othertiger']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-15,33.53781512605042
2023-06-09,"Get the gist of what a ""metaverse"" is, from origins to brand collaborations, and how you can apply it for your business today.",The Metaverse: What Is It?,https://www.searchenginejournal.com/metaverse/484803/,en,Search Engine Journal,['Wilson Lau'],"Hiro’s avatar interacts with other people’s avatars in the metaverse, and in fact, “Snow Crash” is the name of a data file Hiro’s avatar received in the metaverse.
How NFT And Cryptocurrency Made The Metaverse PossibleTo enable commercial activities in the metaverse, the metaverse needs a system to support business transactions.
As the metaverse plays an increasingly important role as a marketing and commercial channel, advertising in the metaverse will become necessary.
B2B Metaverse: Virtual Conferences And WorkplacesThe metaverse is as important in the business-to-business (B2B) space as for business-to-consumer (B2C) brands.
It is worth noting, however, that while some brands are diving into the metaverse feet-first, others appear to be stepping back from their metaverse initiatives.",2047,"['company', 'world', 'brands', 'digital', 'nft', 'internet', 'reality', 'virtual', 'goods', 'metaverse']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-09,8.600840336134453
2023-05-12,"There’s still much hype around the metaverse. And although no one knows how things will shape out, the metaverse is happening and companies need to develop a strategy. Currently, large enterprises such as NVIDIA and Unity are investing heavily to lay the foundational infrastructure, while Roblox, Decentraland, and Sandbox are jockeying to be the preferred portal, and Web3 studios such as Touchcast and TerraZero are working with leading brands to expand their market share. Now is the time to discover the metaverse and its power to drive deeper connections, more effective collaboration, and enhanced personal productivity and fulfillment.","Yes, the Metaverse Is Still Happening",https://hbr.org/2023/05/yes-the-metaverse-is-still-happening,en,HBR.org Daily,[],"HBR LearningDigital Intelligence CourseAccelerate your career with Harvard ManageMentor®.
HBR Learning’s online leadership training helps you hone your skills with courses like Digital Intelligence .
Earn badges to share on LinkedIn and your resume.
Access more than 40 courses trusted by Fortune 500 companies.
Excel in a world that's being continually transformed by technology.",57,"['trusted', 'thats', 'happening', 'intelligence', 'transformed', 'technology', 'skills', 'courses', 'metaverse', 'share', 'yes', 'world', 'training']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-12,0.23949579831932774
2023-08-09,"The metaverse isn’t dead, but it’s time to take a more sober view of its future.",Taking the Hyperbole Out of the Metaverse,https://www.bain.com/insights/taking-the-hyperbole-out-of-the-metaverse-tech-report-2023/,en,Bain & Company,"['Neha Verma', 'Chris Johnson', 'David Crawford', 'Nihar Naik']","(about 5% of metaverse market size in 2030): There’s a growing field of software tools that provide the building blocks, editing platforms, and interfaces for creating metaverse worlds and experiences.
App stores and operating systems (about 10% of metaverse market size in 2030): We expect the metaverse to follow the smartphone model, with app stores serving as the primary access points for users to explore apps and worlds in the metaverse.
(about 10% of metaverse market size in 2030): We expect the metaverse to follow the smartphone model, with app stores serving as the primary access points for users to explore apps and worlds in the metaverse.
To achieve mass adoption, metaverse content will need to work across all types of devices—including, for the foreseeable future, personal computers, gaming consoles, and smartphones.
Computing and infrastructure (about 10% of metaverse market size in 2030): Demands on computing power will continue to grow significantly.",1713,"['experiences', '2030', 'worlds', 'immersive', 'content', 'taking', 'user', 'metaverse', 'platforms', 'market', 'size', 'hyperbole']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-09,7.197478991596639
2023-08-03,"Discover why you should care about the metaverse, the next generation of the internet that will transform online experiences.",5 Reasons To Still Care About The Metaverse,https://www.forbes.com/sites/bernardmarr/2023/08/03/5-reasons-to-still-care-about-the-metaverse/,en,Forbes,"['Bernard Marr', 'Amy Danise']","5 Reasons To Still Care About The Metaverse Adobe StockBut first, a very quick refresher: What is the metaverse?
The metaverse is all about persistent, shared virtual worlds – immersive digital spaces where we can work, play, socialize, shop, learn, exercise, and more.
You get the idea – as the metaverse evolves, more and more of our everyday lives will take place in shared virtual worlds.
But we already have cities like Dubai working on creating digital replicas of real-world places for the metaverse – digital twins if you will.
And finally, the metaverse will transform businessesMake no mistake, the metaverse is where brands will connect with their audiences.",980,"['brands', 'care', 'world', 'digital', 'media', 'social', 'metaverse', 'work', 'reasons', 'real', 'worlds', 'virtual']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-03,4.117647058823529
2023-09-12,We’re announcing a new program to help college students in the US learn using VR.,Metaverse Technologies Are Creating New Opportunities for Teachers to Inspire Students,https://about.fb.com/news/2023/09/metaverse-technologies-education-opportunities/,en,Meta,"['Nick Clegg', 'President', 'Global Affairs']","Metaverse technologies like Virtual Reality (VR) and Augmented Reality (AR) promise to create new ways for teachers to inspire students.
In a randomized control study of the VR mathematics program Prisms, students learning in VR had test scores 11% higher than those in the control group.
Growing Momentum for VR Education Tools in EuropeWe’re also seeing encouraging signs of educators embracing metaverse technologies in Europe.
Europe is also home to a growing sector of companies developing education apps and software for metaverse technologies.
We remain hugely optimistic about the impact metaverse technologies can have – and are already having – on education.",1009,"['students', 'inspire', 'opportunities', 'teachers', 'vr', 'virtual', 'learning', 'education', 'university', 'using', 'metaverse', 'technologies', 'creating']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-12,4.239495798319328
2023-08-07,The industrial metaverse enables more resilient supply chains and localized manufacturing through the use of existing tools such as digital twins.,Solve real-world problems with the industrial metaverse,https://mitsloan.mit.edu/ideas-made-to-matter/solve-real-world-problems-industrial-metaverse,en,MIT Sloan News,['Beth Stackpole'],"The industrial metaverse enables more resilient supply chains and localized manufacturing through the use of existing tools such as digital twins.
The industrial metaverse goes to workThe digital twin, a virtual model of a real-world object, is the cornerstone of the industrial metaverse.
Expectations for the industrial metaverse are high for a number of reasons.
“It creates a sandbox or playground in which you can build and construct new things.”Potential industrial metaverse use cases include the following:Improved design and engineering.
“We are trying to solve real-world problems in the industrial metaverse, which means all the things have to behave exactly the same way as they do in real life,” he said.",988,"['manufacturing', 'virtual', 'solve', 'problems', 'twin', 'world', 'digital', 'realworld', 'technology', 'twins', 'data', 'industrial', 'metaverse']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-08-07,4.151260504201681
2023-09-14,"Discover how the metaverse can revolutionize your business operations, from immersive marketing strategies and customer support in VR to collaborative remote work.",4 Ways The Metaverse May (Positively) Impact Your Business ...,https://www.forbes.com/sites/bernardmarr/2023/09/14/4-ways-the-metaverse-may-positively-impact-your-business-operations/,en,Forbes,"['Bernard Marr', 'Kevin Payne', 'Cassidy Horton']","There is no doubt about it: the next evolution of the internet – characterized by immersive virtual experiences – is already underway.
4 Ways The Metaverse May (Positively) Impact Your Business Operations Adobe StockHere are four examples of how organizations can harness this more immersive future internet in their business operations.
Delivering Customer Support In The MetaverseWelcome to the age of metaverse customer service – in which businesses can support and communicate with customers in 3D in real-time.
Or you can make yourself at home in one of the existing metaverse platforms, like Meta’s Horizon Workrooms – an immersive virtual office and meeting room environment.
Such immersive training solutions mean training can be conducted on-site and be highly customized.",962,"['virtual', 'impact', 'way', 'office', 'operations', 'customers', 'vr', 'ways', 'training', 'customer', 'positively', 'metaverse', 'product', 'immersive', 'business']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-14,4.042016806722689
2023-07-03,The Nation Magazine,Lessons From the Catastrophic Failure of the Metaverse,https://www.thenation.com/article/culture/metaverse-zuckerberg-pr-hype/,en,The Nation,"['Kate Wagner', 'October', 'September', 'James Bamford', 'Barry Schwabsky', 'Chris Lehmann', 'Ethan Iverson', 'Michael Bennett', 'Emanuele Del Rosso', 'Hannah Story Brown']","This desire, it should be noted, is applied unevenly among virtual spaces and ideas.
Museums have been adding virtual reality elements as a teaching tool since the technology became available.
In our contemporary, monetized version of the net, Zuckerberg does have a point: People want to spend time in virtual spaces and they are important for socialization.
Just not his virtual spaces.
Brands know this; many like Gucci and Nike have begun staging events and product launches in these virtual spaces, trying to capitalize on younger and younger eyeballs.",1722,"['word', 'lessons', 'architecture', 'louis', 'metaverse', 'failure', 'virtual', 'catastrophic', 'reality', 'armstrong', 'little', 'spaces', 'nation']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-07-03,7.235294117647059
2023-08-28,Explore the six critical challenges — from legal grey areas and privacy concerns to energy costs and skills shortages — that stand in the way of the metaverse and Web3,6 Roadblocks Stopping Web3 And The Metaverse Becoming A Reality,https://www.forbes.com/sites/bernardmarr/2023/08/28/6-roadblocks-stopping-web3-and-the-metaverse-becoming-a-reality/,en,Forbes,"['Bernard Marr', 'Amy Danise']","With the emergence of the metaverse and web3 technologies, it’s clear that the next evolution of the internet is already underway.
6 Roadblocks Stopping Web3 And The Metaverse Becoming A Reality Adobe StockThis future internet will deliver a much more engaging, enriching and realistic online experience.
But there are many hurdles to overcome on this road toward a more immersive, decentralized future internet.
If I’m physically at home in England, but I’m exploring a virtual metaverse environment hosted by a Chinese provider, will I be subject to English laws or Chinese?
On Top Of All That, There’s The Future Internet Skills ShortageThere’s a massive skills shortage around metaverse and web3 technologies.",940,"['technology', 'need', 'clear', 'stopping', 'blockchain', 'metaverse', 'internet', 'future', 'web3', 'worlds', 'reality', 'roadblocks', 'virtual']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-28,3.9495798319327733
